,Anonymized Message,Avg_Valence,Avg_Arousal,Valence_Scaled,Arousal_Scaled
658,i think this last week has really changed my perspective on a few things....i will never go to sleep angry ever again....and will always say i love you b4 every departure...i tried being angry at my brother and hung up the phone on him and he died that ni,2.0,3.0,-1.0,-2.0
659,"Does anyone know, what time the game is at ?",5.0,1.0,0.0,-2.0
660,"Struggles in the past, make you stronger in the future....!!!!",6.0,6.0,1.0,0.0
661,"I'm not sure I want to hear what you guys might come up with lol But, I'll go for it! If you read this",5.5,4.5,0.0,-1.0
662,Mehh. fuck you cw. FML.,2.5,4.0,-1.0,-1.0
663,Juss finished cleanin out an washing my ridiculously messy car! my nails turned black too hahaha. Now im gonna get ready to go out an eat with a buddy :],6.5,4.5,1.0,-1.0
664,"I'm ready for spring. This cold weather and dark evenings has kept me rusting in the house. I can't wait for canoeing, fishing, camping, outdoor sports....",5.0,3.0,0.0,-2.0
665,"Enter through the narrow gate. For wide is the gate and broad is the road that leads to destruction, and many enter through it. But small is the gate and narrow the road that leads to life, and only a few find it. (Matthew 7:13-14)",5.0,1.0,0.0,-2.0
666,Now on transit in Dubai...8 more hours to HOME!!!!  Thanks to all the well wishers! :O),6.5,6.5,1.0,0.0
667,12 today,5.0,1.0,0.0,-2.0
668,My profile pic rocks,6.0,1.0,1.0,-2.0
669,everybody sing!!!!!!!!!!,5.0,7.5,0.0,1.0
670,Anyone copy down all the things we were supposed to write about in the letter in English?,5.0,1.5,0.0,-2.0
671,"is exausted...people,dogs,crabby cat, kid that needs a spare set of keys...i need a vacation!",4.0,4.0,-1.0,-1.0
672,"dear god, find me someone that will do me hard up the poop shoot",5.0,3.0,0.0,-2.0
673,_:],6.0,2.5,1.0,-2.0
674,you can be the tear that I cry if we ever split. <3,6.0,2.5,1.0,-2.0
675,so fckin bored :@:@,4.0,3.0,-1.0,-2.0
676,Is it just me or is FB running VERY SLOW today???,4.5,4.5,-1.0,-1.0
677,"yeah,it's friday! well it is for me anyway.:)",6.5,4.5,1.0,-1.0
678,"Should I be ashamed of enjoying 1980s Conan the Barbarian comic books? Their so cheesy and over the top sword and sorcery\ yet its so much fun.\""""",5.5,2.0,0.0,-2.0
679,my birthday sucked!!!,3.0,6.5,-1.0,0.0
680,Babysitting... laughs,4.5,2.5,-1.0,-2.0
681,is doing some last minute packing!,5.0,4.5,0.0,-1.0
682,relaxing at home... maybe some wine!,6.0,4.0,1.0,-1.0
683,Thank You Everyone for the Birthday wishes :o),6.0,3.5,1.0,-1.0
684,"Whenever i face difficulties, my confident level is increasing and the responsibilities are growing !!",6.5,5.0,1.0,0.0
685,"I don't mean to brag, but I make some mean raspberry lemonade.",6.0,2.0,1.0,-2.0
686,I bombed my math final (C+) so now I have to write this sad face emote. :-(,4.0,2.0,-1.0,-2.0
687,FFXIII is full of love. <3,6.0,2.0,1.0,-2.0
688,Happy Independence Day to ALL..........,6.0,2.5,1.0,-2.0
689,best birthday everrrr. (: couldn't be happier. braces off tomorrow. this week is great.,7.5,3.5,1.0,-1.0
690,is slightly annoyed that people keep hitting him with odd-shaped pillows.,4.0,3.0,-1.0,-2.0
691,I really hate screwing up but somedays i am darn good at it :(,3.0,3.0,-1.0,-2.0
692,Your thoughts maketh your world.,5.0,1.0,0.0,-2.0
693,yay i didnt do my presentation 2day but gotta do it 2morrow dat suxs so bad,4.0,1.5,-1.0,-2.0
694,today on Ignoreland: doing nothing. not the best day for it.,4.0,2.5,-1.0,-2.0
695,So tired of writing paper after paper. It makes me wonder how my masters program will be.,3.0,2.5,-1.0,-2.0
696,the new tiesto album is really good!,6.5,5.5,1.0,0.0
697,No one dies a virgin coz lyf badly fukssss :( :X,3.0,4.0,-1.0,-1.0
698,Thanks to everyone who wished me a Happy Birthday. I wills plays mys guitars extras fast for you.,6.0,2.5,1.0,-2.0
699,Reading Howls Moving Castle!! Must get my family to watch the movie with me one day!,6.0,6.0,1.0,0.0
700,"I dont know if its me, or if its getting worse, but how come Barnes and Nobles seems more and more like a peep show everytime I come here. Really sick stuff on the shelves. A mixture of vampires, nudity, witchcraft ... sheesh.",3.5,4.0,-1.0,-1.0
701,thanks everyone for the birthday wishes!   Thanks and i had a good time!,7.0,5.5,1.0,0.0
702,"An American classmate who was learning Tagalog told the taxi driver, Ã¢â‚¬Å“Manong, pwede kant*t?Ã¢â‚¬Â (what he wanted to say was for the driver to drop him off at the corner)",5.0,1.5,0.0,-2.0
703,cant wait enough to see my son home..............,6.0,3.0,1.0,-2.0
704,is watching 500 Days of Summer...,5.0,2.0,0.0,-2.0
705,my little sister is sitting in a ball rocking back and forth...,5.0,2.0,0.0,-2.0
706,"also, I appreciate the universe's complimenting my taste in collaborators, but if one more ex leaves me and then directly starts dating someone I am doing a show with, I think I am going to lose it. Two in a row!",3.5,4.0,-1.0,-1.0
707,I know my best friend is having the baby but I have been anxious since this morning I can not wait any longer for baby port!!,4.5,5.5,-1.0,0.0
708,"Looking for a bassist, drummer and possibly a 2nd guitarist for our band, anyone want it? :D",6.0,4.0,1.0,-1.0
709,is goin house hunting today.,5.0,1.0,0.0,-2.0
710,And use my blood as lubricant to rape my lifeless body,2.5,1.5,-1.0,-2.0
711,thanks everyone for the birthday wishes or whatever you call them (:,6.0,3.5,1.0,-1.0
712,Jonsi in concert October 22.  I have not been this excited in a long time.,6.5,3.5,1.0,-1.0
713,back to war after two weeks off:(,3.5,3.0,-1.0,-2.0
714,"WHAT TURN DO I TAKE NOW? ONLY GOD KNOWS THE RIGHT ONE, I PRAY I HEAR HIM CLEARLY AND MAKE THE RIGHT ONE. FRIENDS AND FAMILY PRAY FOR YOUR BOY .",4.5,5.0,-1.0,0.0
715,"If you have a wonderful husband, fiancÃƒÂ© or BF that works hard to provide for you and would do anything just for you and your family, then repost this as your status to give the honest well behaved men out there the recognition that they deserve. Because great men are few and far between, and I have one!",8.0,3.5,1.0,-1.0
716,I am not afraid to act upon my dreams because I know that my dreams are the keys to my success and the doorway to my greatness....Ã¢â„¢Â¥Ã¢â„¢Â¥Ã¢â„¢Â¥,7.0,3.0,1.0,-2.0
717,I just confided in someone:') Lmao! It was one of the happiest moments of my very happy life!:'),8.0,4.5,1.0,-1.0
718,whoo i FINALLY got to meet the other leah...she is so adorable!,7.0,5.5,1.0,0.0
719,i think ill hibenate this winty......,5.0,1.5,0.0,-2.0
720,:| :) :D,7.0,4.0,1.0,-1.0
721,I'm of to england!,6.5,6.0,1.0,0.0
722,Is the one whoz GOing to Light Up your Day!!!!!!!!!!!!,7.0,9.0,1.0,1.0
723,"Finally, home at last!",6.5,5.5,1.0,0.0
724,another beautiful day out thanks god for no snow ....   I am cool if we never have any this season,6.5,3.0,1.0,-2.0
725,"thank you you guys, i appreciate all the happy birthday\s\""""",6.0,2.0,1.0,-2.0
726,My birthday was Saturday It was great! Finally 18!!,7.0,6.5,1.0,0.0
727,MONDAY na ulit work work na ulit.... may God give me more strength and love,5.0,2.5,0.0,-2.0
728,........,5.0,2.0,0.0,-2.0
729,thanks to every one that wished me a happy birthday i appreciate it and love all of you. and i feel old being 18 hahahah jkjk but its whatever lol . well ill talk to you soon love you guys so much and thanks again,8.0,2.5,1.0,-2.0
730,There are those among us who are blessed with power to save what is loved by another. But powerless to use this blessing for love themselves.,3.5,3.0,-1.0,-2.0
731,i brought a real coffee and nearly one of every slice in the coffee shop today!! yum yum yum (yum yum!) but i did share,6.5,5.5,1.0,0.0
732,bored....,4.5,2.0,-1.0,-2.0
733,the gargoyle has landed,5.0,1.5,0.0,-2.0
734,... thank guys... Ã¤Â»Å Ã¦Â¬Â¡Ã¦Æ’Â³Ã¥â€â€Ã¨Â®Å Ã§Å“Å¸Ã©â„¢Â³Ã¤Â¼Â¯Ã©Æ’Â½Ã¥â€â€Ã¥Â¾â€”Ã¦Â´â€º......,5.0,2.5,0.0,-2.0
735,I still need you help with my horse stable!! I need 6 more nail and 4 more horseshoes. Thanks!!!,5.5,6.0,0.0,0.0
736,"Facebook friends:  HELP!!  I have had a lack of funny emails, add me email to your list PLEASE~!!  <EMAIL>",5.0,6.5,0.0,0.0
737,9th day                Dedicated to Goddess Siddhidatri form of Durga the day is also observed as Mahanavami in many parts of the country. This form of Goddess Durga showers knowledge which makes each soul pure. People can wear Red/ White colour on this day.,5.0,1.5,0.0,-2.0
738,Football V.S. Moniteau tommorow,5.0,1.0,0.0,-2.0
739,The difference between genius and stupidity is that genius has limits stupidity has no limits.- Albert Einstein,5.0,1.5,0.0,-2.0
740,"I LOVE YOU ALL! THANKS FOR MAKING THIS THE BEST BIRTHDAY EVER YOU GUYS AND A SPECIAL THANKS TO MY BABY CRYSTAL FOR MAKING IT SO POSSIBLE. I WANNA TOAST TO THE BEST FRIENDS AND FAMILY A PERSON COULD ASK FOR! I LOVE YOU ALL, GOOD NIGHT!",8.0,8.0,1.0,1.0
741,"Incredibly tired but excited cause I get to go home soon!!!  Granted, it's only two weeks but who cares!",6.5,6.5,1.0,0.0
742,"To one and all who have wished me a happy birthday, thank you for all the kind coments and fond wishes.",6.5,1.5,1.0,-2.0
743,in idaho chillin with the fam for weekend.  love ya all!  * I am ninja material!...-even if i have to duck through things and takes extra second to squezz in small places :P,6.5,5.0,1.0,0.0
744,hmmm.. :),6.5,3.0,1.0,-2.0
745,"Happy for someone, although hearts crying loud. Told meself this will happen sooner of later. You stupid f***...you followed your heart again! This is what you'll get for ignoring the truth. They say Truth will set you free.\ but they didnt say it'll also beat the heck out of yo' ass. Happy...but hurting. Still here...still here. FOR YOU! Tnx\""""",3.0,5.5,-1.0,0.0
746,At least 15 dead as israeli forces attack Gaza aid ahips!!!!!!! i hhhhhhate israil,1.5,8.0,-1.0,1.0
747,is livin the life,6.0,1.5,1.0,-2.0
748,Some heart just get lucky sometimes <3,7.0,2.5,1.0,-2.0
749,scooby doo would be a better show if they had guns,5.0,1.5,0.0,-2.0
750,IT'S MY BIRTHDAY I'M FINALLY 14!,6.5,7.5,1.0,1.0
751,"Hi everybody! Just saying hi, real quick. bye now!",6.0,4.5,1.0,-1.0
752,life is one big party when you're still young but who's gonna have your back when its all done... shaggy,4.5,2.5,-1.0,-2.0
753,Counting days...second by second...,5.0,2.0,0.0,-2.0
754,back in semenyih!!,5.5,6.0,0.0,0.0
755,Thanks to everyone for the friendship and birthday wishes!,7.0,4.5,1.0,-1.0
756,14 FINALLY!!!! lol,6.0,7.0,1.0,1.0
757,is in her garden planting new seeds... im sad to see the old ones die..but the beauties of the new growth will overwelm my saddness...time is all i can depend on,5.5,3.0,0.0,-2.0
758,dam just when i was ganna go back to school,4.0,2.5,-1.0,-2.0
759,watchin Ferd dance lol luuuvvvvvv this show,6.0,3.5,1.0,-1.0
760,THanks everybody !!!!!!!!!!!!,6.5,6.5,1.0,0.0
761,Got family pics done today got the wife her new phone and I took the Droid good day today,6.0,1.5,1.0,-2.0
762,Back to class.....,5.0,2.0,0.0,-2.0
763,I am really digging devin Moore #45...he's bein productive 2nite for the colts...I wonder what he can do in a real game,6.0,2.0,1.0,-2.0
764,subway w/ my BFF <PERSON. <333.......oh & <PERSON> unfortuantely.,5.5,2.5,0.0,-2.0
765,"Believes in God, re-post if you believe too. Please don't ignore, you are being tested. It says in the Bible, Deny me in front of everyone",4.5,3.0,-1.0,-2.0
766,Christmas Tree Time ON,5.5,3.0,0.0,-2.0
767,Thanks for all the B-day wishes....i had a great day and a fabulous dinner.,7.0,2.5,1.0,-2.0
768,i need a doomkal?,5.0,1.5,0.0,-2.0
769,Guess what people. I'm in bed... won't be moving from here 'till Monday,5.0,2.5,0.0,-2.0
770,"Dr. Phil's Personality Test -- My Result: The Vain, Self-Centered Leader. <URL>",5.0,1.0,0.0,-2.0
771,Hmmmmm......,5.0,1.5,0.0,-2.0
772,"Call the Nestle Crunch Hotline at <PHONE>, When you are asked if you want to continue in English or Spanish, just wait quietly for about 10 seconds and you will smile. Promise! Keep going and press 4. Listen to the options...then press 7. don't give it away if you comment on this!",5.5,3.0,0.0,-2.0
773,is sick of the Dodgers' crap.  Why do they have to get my hopes up every year?  They're garbage.  Manny is garbage.  Their pitching is garbage.  They haven't been fun to watch for two months now.,3.0,3.0,-1.0,-2.0
774,is happy camp is over.  Thanks all for the birthday wishes!!!,7.0,6.0,1.0,0.0
775,Happy Grandparents Day to the best ama and ampa! With all his love- <PERSON>,7.0,4.5,1.0,-1.0
776,Two more days till we strike at work. Im so ready for this.,6.0,2.0,1.0,-2.0
777,absolutely hating homework and the fact that I left EVERYTHING to the last minute........ nice vacations though,3.5,3.0,-1.0,-2.0
778,Gettin my tattoo today so excited :),7.0,4.5,1.0,-1.0
779,moving to forest lake!! YEAH,6.5,6.5,1.0,0.0
780,"crap, i totally forgotten that there is TA on coordinate geog tmr during the first period...",4.0,3.0,-1.0,-2.0
781,thinkin bout everything,5.0,1.5,0.0,-2.0
782,I finally got a job!! WooHoo! =)=),7.0,7.0,1.0,1.0
783,"was asked by a pervert whether she was ugly, a virgin, singaporean and really fourteen years old. She would like to announce if she saw him on AuditionSEA again(or anywhere, actually), she would kick his butt. She is not joking.",4.0,3.5,-1.0,-1.0
784,rude tube is on!,5.5,5.0,0.0,0.0
785,(12r4-5r2+8r-15)+(7r4+5r2+2r-9)=...,5.0,2.0,0.0,-2.0
786,<PERSON> tonight for some improv with <PERSON>.,5.0,1.0,0.0,-2.0
787,"...... :) ..... :( ..... ,) ..... :P ...... <3 ........:* ........ :D .....:-/ ...... :'( ... :(",5.0,3.5,0.0,-1.0
788,"well, we're in the hospital. my poor baby has had two spinal taps. we still dont know whats wrong....",2.0,2.5,-1.0,-2.0
789,is asking...can you keep a secret and never say it again?,5.0,2.5,0.0,-2.0
790,There's been something on my mind for a while now....,5.0,2.5,0.0,-2.0
791,Playin' Battlefield Bad Company 2.. awesome game,6.0,2.5,1.0,-2.0
792,thanks to everbody that wished me a happy birthday today! @ <PERSON> : I'm lucky enough to avoid a Ms. Fry impromptu song :P,6.5,5.0,1.0,0.0
793,off to work F.B. see you all later.,5.0,1.5,0.0,-2.0
794,"copy this to your status and see what people rate you! 1=crazy, 2=i'd marry you, 3=talkative, 4=sarcastic, 5=i miss you, 6=goofy, 7=moody, 8=dumb, 9=mouthy, 10=spoilt, 11=random, 12=hot, 13=funny, 14=fit, 15=amazing, 16=tough, 17=cute, 18=gf/bf type, 19=player, 20=i love you, 21=gorgeous, 22=the best , 23=cool, 24=sweet, 25=intriguing",5.0,2.5,0.0,-2.0
795,"Realized at about midnight that I have the day off, now what to do with it....",5.0,1.5,0.0,-2.0
796,Wow it friday...hope everone has a good weekend...have and be safe...:),7.0,3.0,1.0,-2.0
797,Gym time...then I need to fix my mohawk....hair on the sides is getting a little to long...just have to find the electric razor.,5.0,2.0,0.0,-2.0
798,"ughh, crazy..i need some starbucks.. STAT!",4.5,5.0,-1.0,0.0
799,broncos are getting raped. by the raiders?,3.5,3.0,-1.0,-2.0
800,17 hours of work on friday... who wouldnt love to be me tomarrow hahaa,4.0,3.0,-1.0,-2.0
801,S-M-I-L-E  Ã¢â„¢Â¥ Ã¢â„¢Â¥ i wanna go out and play! Ã¢â„¢Â¥,6.0,5.5,1.0,0.0
802,is slowly going loony,4.0,1.5,-1.0,-2.0
803,wants to thank everyone who have wished her a happy bday...and the ones that txtd...and the ones that even thought about me today...love ya all!,7.0,4.0,1.0,-1.0
804,Family wax dayy,5.0,1.5,0.0,-2.0
805,Ive finally realized that my babies (monster)mom is someone I don't even want to be around she has become a stranger to me I'm beginning to hate her,2.0,2.0,-1.0,-2.0
806,helloXD,6.0,4.0,1.0,-1.0
807,BIRTHDAYYY!! <3,7.5,7.5,1.0,1.0
808,Life's better bein' a pirate.,5.0,1.5,0.0,-2.0
809,He is a bottomless pit! He can't spend the rest of Americas money fast enough! Even knowing we are broke. Who is he?,3.5,4.5,-1.0,-1.0
810,Im tired of it .,4.0,1.5,-1.0,-2.0
811,"PRAYER ALERT!! For a FB friend's daughter AUDRIN KING. Hold the family up in prayer today. Her 2 year old daughter was just diagnosed with Stage 4 cancer. If you see this post, even if you dont know her, God knows... Please post to your profile for 1 hour and say a prayer for the little girl and God Bless you for doing it! (How could any mom NOT repost?) PRAY, please!!!!",6.0,6.5,1.0,0.0
812,Thanks all for remembering my birthday!(:,7.0,5.5,1.0,0.0
813,me hang-over!!!!!!,4.5,7.5,-1.0,1.0
814,Thinking about plans for Sunday...,5.0,2.0,0.0,-2.0
815,I know i`m not perfect but i`m so close it scares me..:),6.5,2.5,1.0,-2.0
816,check out the vid below :),6.0,1.5,1.0,-2.0
817,Thanks everone for wishing me happy bday. Well I am going to go out this weekend to let lose. bad day at work,5.0,2.5,0.0,-2.0
818,I am my sisters keeper.,5.0,1.0,0.0,-2.0
819,You can make what you don't understand mean anything.,5.5,1.5,0.0,-2.0
