Arousal, Phrase
2.5, is a lover not a fighter.. but he's a fighter too so don't get any ideas
2.5, Is addled due to his ''sweet tooth'' and wishes the ants were here. *_*
2.5, is asking...can you keep a secret and never say it again?
2.5, is currently wanting to take a class where all you do is draw naked models. It's educational. I just hope they'd be neat and tidy. X)
2.5, Is glad that it's nice outside today : )
2.5, is not going to school today :D.
2.5, Is Not really up for it today.
2.5, is so happy finally got some converse :)
2.5, is starting to get nervous about starting a new position.
2.5, is still getting used to this place o.O
2.5, is tired of homework...spring break feels about as real as santa clause. (and no there is no such person)
2.5, It <PERSON> Bd she is 36 wow thats OLD.
2.5, it's my birthday. i get it. so don't tell me happy birthday. i already heard it enough from my family
2.5, it's snowing in hiram and it looks like it's stickin^.^
2.5, its funny when she feels like shes the only one thats fighting to fix things when ive given up everything and done everything shes asked no questions and no arguements and still im reminded that after everything im still not making a difference
2.5, iz very tired...................
2.5, just found out that our tax return was rejected for one reason or another....<sigh>
2.5, just got back really...really...cold
2.5, just measured my weight i put on 8 kilos in the last month xD getting fater... have to start exercising :P
2.5, Just need to get out of my own way and put myself out there... Easier said than done:/
2.5, just took <PERSON> to the Urgent Care. Broken thumb from sledding. Something about telling her to keep her hands inside the sled didn't register...
2.5, Life always have a lessons....Life is my school
2.5, Life Gets Better from Here :)
2.5, Life is made unfair for you to live it fair...do u agree?
2.5, Life is one big mess to me. When will I ever learn how to figure it out.
2.5, life is one big party when you're still young but who's gonna have your back when its all done... shaggy
2.5, LOL
2.5, Loves pizza..
2.5, man who knew drawing could be so fun...and tireing at the same time life is good though
2.5, Man...Ilove <PERSON> so much young...coming home tomar
2.5, Meet my god son =)
2.5, mind the language in the last post.... It's rated a little higher than pg-13
2.5, MONDAY na ulit work work na ulit.... may God give me more strength and love
2.5, My body apparently thinks that sleep is overated.  Glory Glory Insomnia... I guess I can get used to constatnly opperating on 3 to 4 hours of sleep.  *blink*blink*
2.5, NMCMLL its hard and stoof...
2.5, Oh money... why are you such a pain in my ass.
2.5, ok god u can turn off the faucet now
2.5, omg the stupid weather...
2.5, once upon a time...i gave a shit
2.5, People change I guess... Things they couldn't do before they can do now... Not because of you but because of others... Just because you're happy for them doesn't mean you can't be a little hurt because you've been left behind... Forgotten :(
2.5, Pfft. like i dont got none. How drunk do u have to be b4 u lose your shoe in your own house.
2.5, Playin' Battlefield Bad Company 2.. awesome game
2.5, Porto gonna get gunned by arsenal 2night
2.5, Putting one foot in front of the other...more like dragging one foot in front of the other.
2.5, reality bites. ouch...
2.5, Really looking forward to the Children's Music Compition in Mauldin on the 20th. So excited. The kids have been working so hard and doing such a great job. Their preformance is going to be exstreme. Wait and see.
2.5, Relationships are like glass. Sometimes it is better to leave them broken than try to hurt yourself putting it back together......:)
2.5, says almost all guys are untrustworthy...
2.5, seriously what is the deal...
2.5, severe anger
2.5, shit quit
2.5, Should I put better pics of myself up on fb or take off pics from my album...thoughts?
2.5, Sitting here with my husband... sadly thats all i ever do anymore lol
2.5, so here is my question why is it so hard to find someone to trust to believe in and that also believes in you and trust you
2.5, So I finally became a member of facebook. Yay joy lets hear it for what boredome does to our minds....
2.5, so i loving living in florence only because i hear it is like 100 every were else and it is so nice and cool here i can go out in shorts and be just fine :) :) love and miss everyone
2.5, So i own 3 cars and I cant drive any of them yay me....
2.5, So tired of writing paper after paper. It makes me wonder how my masters program will be.
2.5, Some heart just get lucky sometimes <3
2.5, started school tuesday and got hit with the frankenstien virus im so freakin sick now things i need to do and i have a test tomorrow how am i gonna study when i cant evn breathe
2.5, stayed up way to late last night.... and has a LOT of work to get done today  :(
2.5, Still waiting on that life changing phone call... maybe tomorrow...
2.5, studying colonialism emily lost yiying's letter-.- yiying look at this
2.5, subway w/ my BFF <PERSON. <333.......oh & <PERSON> unfortuantely.
2.5, sumtyms love jaz aint enaf .. haha
2.5, thank you to whoever it was that sent the roses from Malaysia...there was no name so im just saying a general thank you to everyone....pics will be up soon....xox
2.5, Thanks for all the B-day wishes....i had a great day and a fabulous dinner.
2.5, Thanks for the birthday wishes.  Dinner at Chili's in Jonesboro and cheesecake for desert...not a bad birthday.
2.5, Thanks guys for all the Bday wishes...=)
2.5, Thanks to all for your birthday wishes....xxxxx
2.5, Thanks to everyone who wished me a Happy Birthday. I wills plays mys guitars extras fast for you.
2.5, The best part of cooking food is you get to taste it before everyone else. Anyone who breaks this rule is subject to getting hit with a spatula.
2.5, the boring life is back :( ...
2.5, The sweet asphyxiation and dismemberment. Sex puts me in the mood to make you die. Obsessive hands gently grab your neck. Look into sick eyes... I hate people
2.5, The Three Tenors - La Donna e Mobile & Brindisi............thats wat im listening aint get no better than this
2.5, The wind of evolution is blowing hard.Man must adapt to the inevitable change and adjust his unnecessary desires
2.5, There's been something on my mind for a while now....
2.5, thinks it's weird that Facebook deleted half of his wall...
2.5, thinks that a person shouldn't wait until high school to show their true colors
2.5, Thinks waking up at 6:00 is punishment from god
2.5, this is your life and its ending one minute at a time.
2.5, threeo looks amazing :)
2.5, Through god all things are possible........ yet our greatest treasure....... most turn away....... they turn away gods love....... i say that we have a purpose and that through god we can accomplish it........... dont turn away from the savior........ he will make like good....... peaceful......... as the world hated him they will hate us as christains.......... i speak for my self that when he calls my name
2.5, Thx to the one who showed up for my dinner..
2.5, To all my friends who had Restaurant City..Please please gift my friend Donny Chan please..
2.5, Today has been long but productive.  I think I will relax in the jacuzzi and then jump into bed.  The best part of every day must be the end.
2.5, today on Ignoreland: doing nothing. not the best day for it.
2.5, Today was the first day of my vacation. I have been laying around all day..This is the life.
2.5, Tom Hanks was right........I'm sleepless in Seattle
2.5, Two words.  <PERSON> is one of the sickest players around....period.....ok so that was more than two words....don't judge me..
2.5, ugh... so on second shift schedule..
2.5, waitin for people to come over soon. :]
2.5, Watching Anchorman with <PERSON> :)
2.5, water teaches us acceptance..let our emotions flow like water.....
2.5, We all die eventually :D
2.5, well i'm out of here fb until next time peace & love...
2.5, well it's about time i updated my photos...
2.5, wet and hard
2.5, what would it take for things to be quiet? Quiet like the snow. xD
2.5, when u say that ever1 is going to dq ur supposed to come inside not take the drive thru...:)
2.5, When we were young there was nothing to worry about. Life is wonderful with no problems...what happened?
2.5, When you hear the banjo music....that means run.
2.5, When you know who you are and who's you are then you don't have to respond to negativity. Let the Lord fight your battles. He can do it way better than you can. Trust in the Lord and lean not to your own understanding. Self-check.
2.5, why do ppl continue to complain about situations that they created themselves...u chose to be with this man/woman and u chose to have children so deal with the consequences
